dipt_id,nombre_listado,nombre_ficha,entidad,distrito_circunscripcion,principio_estimado,principio_ficha,entidad_ficha,distrito_ficha,curul,partido_estimado,email,suplente,licencia_en_listado,perfil_url,foto_src,partido_logo_src,foto_original_local,foto_png_bn,error_perfil
95,Nava García María del Carmen,MARÍA DEL CARMEN NAVA GARCÍA,Guerrero,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Guerrero,6,H-248,PVEM,maria.nava@diputados.gob.mx,Judith Magaly Nájera Valero,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=95,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/461_foto_chica.jpg,,static/img/diputados_lxvi_raw/368_95_nava_garcia_maria_del_carmen.png,static/img/diputados_lxvi_bn/368_95_nava_garcia_maria_del_carmen.png,
371,Noyola Cervantes Ma. Leonor,MA. LEONOR NOYOLA CERVANTES,San Luis Potosí,Circ. 2,Representacion Proporcional,Representación proporcional,,,H-251,PVEM,leonor.noyola@diputados.gob.mx,Flor Olivia Gómez Vázquez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=371,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/474_foto_chica.jpg,,static/img/diputados_lxvi_raw/369_371_noyola_cervantes_ma_leonor.png,static/img/diputados_lxvi_bn/369_371_noyola_cervantes_ma_leonor.png,
477,Pedroza Jiménez Héctor,HÉCTOR PEDROZA JIMÉNEZ,México,Circ. 5,Representacion Proporcional,Representación proporcional,,,I-294,PVEM,hector.pedroza@diputados.gob.mx,Jorge Alejandro Albarrán Velázquez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=477,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/446_foto_chica.jpg,,static/img/diputados_lxvi_raw/370_477_pedroza_jimenez_hector.png,static/img/diputados_lxvi_bn/370_477_pedroza_jimenez_hector.png,
33,Pérez Cuéllar Alejandro,ALEJANDRO PÉREZ CUÉLLAR,Chihuahua,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Chihuahua,4,J-349,PVEM,alejandro.perez@diputados.gob.mx,Carlos Joaquín Ruíz Olloqui Borunda,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=33,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/498_foto_chica.jpg,,static/img/diputados_lxvi_raw/371_33_perez_cuellar_alejandro.png,static/img/diputados_lxvi_bn/371_33_perez_cuellar_alejandro.png,
370,Puente Salas Carlos Alberto,CARLOS ALBERTO PUENTE SALAS,Zacatecas,Circ. 2,Representacion Proporcional,Representación proporcional,,,I-306,PVEM,carlos.puente@diputados.gob.mx,Francisco Xavier Diez Marina Palacios,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=370,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/445_foto_chica.jpg,,static/img/diputados_lxvi_raw/372_370_puente_salas_carlos_alberto.png,static/img/diputados_lxvi_bn/372_370_puente_salas_carlos_alberto.png,
789,Puertos Chimalhua Jonathan,JONATHAN PUERTOS CHIMALHUA,Veracruz,Dtto. 18,Mayoria Relativa,Mayoría Relativa,Veracruz,18,H-254,PVEM,jonathan.puertos@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=789,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/522_foto_chica.jpg,,static/img/diputados_lxvi_raw/373_789_puertos_chimalhua_jonathan.png,static/img/diputados_lxvi_bn/373_789_puertos_chimalhua_jonathan.png,
196,Quiroga Treviño Luis Orlando,LUIS ORLANDO QUIROGA TREVIÑO,Nuevo León,Dtto. 13,Mayoria Relativa,Mayoría Relativa,Nuevo León,13,I-292,PVEM,luis.quiroga@diputados.gob.mx,Raúl Alejandro Zúñiga Dávila,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=196,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/472_foto_chica.jpg,,static/img/diputados_lxvi_raw/374_196_quiroga_trevino_luis_orlando.png,static/img/diputados_lxvi_bn/374_196_quiroga_trevino_luis_orlando.png,
121,Ramírez Ramos Antonio de Jesús,ANTONIO DE JESÚS RAMÍREZ RAMOS,Jalisco,Dtto. 17,Mayoria Relativa,Mayoría Relativa,Jalisco,17,J-343,PVEM,antoniodej.ramirez@diputados.gob.mx,Néstor Daniel Morán Sánchez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=121,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/489_foto_chica.jpg,,static/img/diputados_lxvi_raw/375_121_ramirez_ramos_antonio_de_jesus.png,static/img/diputados_lxvi_bn/375_121_ramirez_ramos_antonio_de_jesus.png,
99,Salomón Durán Ciria Yamile,CIRIA YAMILE SALOMÓN DURÁN,Hidalgo,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Hidalgo,2,K-390,PVEM,yamile.salomon@diputados.gob.mx,Aurora Barquera Pedraza,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=99,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/482_foto_chica.jpg,,static/img/diputados_lxvi_raw/376_99_salomon_duran_ciria_yamile.png,static/img/diputados_lxvi_bn/376_99_salomon_duran_ciria_yamile.png,
142,Sánchez Juárez Claudia,CLAUDIA SÁNCHEZ JUÁREZ,México,Dtto. 18,Mayoria Relativa,Mayoría Relativa,México,18,I-295,PVEM,claudia.sanchez@diputados.gob.mx,Ana Paola Guerra Flores,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=142,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/458_foto_chica.jpg,,static/img/diputados_lxvi_raw/377_142_sanchez_juarez_claudia.png,static/img/diputados_lxvi_bn/377_142_sanchez_juarez_claudia.png,
329,Santana González Ana Erika,ANA ERIKA SANTANA GONZÁLEZ,Baja California,Circ. 1,Representacion Proporcional,Representación proporcional,,,G-212,PVEM,ana.santana@diputados.gob.mx,Claudia González Elizondo,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=329,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/484_foto_chica.jpg,,static/img/diputados_lxvi_raw/378_329_santana_gonzalez_ana_erika.png,static/img/diputados_lxvi_bn/378_329_santana_gonzalez_ana_erika.png,
409,Scherer Pareyón Julio Javier,JULIO JAVIER SCHERER PAREYÓN,Oaxaca,Circ. 3,Representacion Proporcional,Representación proporcional,,,H-259,PVEM,julio.scherer@diputados.gob.mx,Víctor José Álvarez Pérez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=409,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/460_foto_chica.jpg,,static/img/diputados_lxvi_raw/379_409_scherer_pareyon_julio_javier.png,static/img/diputados_lxvi_bn/379_409_scherer_pareyon_julio_javier.png,
546,Silva Andraca Ruth Maricela,RUTH MARICELA SILVA ANDRACA,Ciudad de México,Dtto. 8,Mayoria Relativa,Mayoría Relativa,Ciudad de México,8,H-263,PVEM,ruth.silva@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=546,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/513_foto_chica.jpg,,static/img/diputados_lxvi_raw/380_546_silva_andraca_ruth_maricela.png,static/img/diputados_lxvi_bn/380_546_silva_andraca_ruth_maricela.png,
410,Trujillo Trujillo Karina Alejandra,KARINA ALEJANDRA TRUJILLO TRUJILLO,Chiapas,Circ. 3,Representacion Proporcional,Representación proporcional,,,G-210,PVEM,karina.trujillo@diputados.gob.mx,Karina de los Ángeles Morales Calvo,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=410,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/451_foto_chica.jpg,,static/img/diputados_lxvi_raw/381_410_trujillo_trujillo_karina_alejandra.png,static/img/diputados_lxvi_bn/381_410_trujillo_trujillo_karina_alejandra.png,
239,Valladares Eichelmann Juan Carlos,JUAN CARLOS VALLADARES EICHELMANN,San Luis Potosí,Dtto. 6,Mayoria Relativa,Mayoría Relativa,San Luis Potosí,6,H-258,PVEM,juan.valladares@diputados.gob.mx,René Contreras Flores,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=239,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/444_foto_chica.jpg,,static/img/diputados_lxvi_raw/382_239_valladares_eichelmann_juan_carlos.png,static/img/diputados_lxvi_bn/382_239_valladares_eichelmann_juan_carlos.png,
73,Villarreal Solis Gerardo,GERARDO VILLARREAL SOLIS,Durango,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Durango,3,J-341,PVEM,gerardo.villarreal@diputados.gob.mx,Jaqueline Del Río López,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=73,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/479_foto_chica.jpg,,static/img/diputados_lxvi_raw/383_73_villarreal_solis_gerardo.png,static/img/diputados_lxvi_bn/383_73_villarreal_solis_gerardo.png,
29,Villatoro Osorio Jorge Luis,JORGE LUIS VILLATORO OSORIO,Chiapas,Dtto. 13,Mayoria Relativa,Mayoría Relativa,Chiapas,13,G-208,PVEM,jorge.villatoro@diputados.gob.mx,José Roberto Ramírez Cruz,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=29,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/428_foto_chica.jpg,,static/img/diputados_lxvi_raw/384_29_villatoro_osorio_jorge_luis.png,static/img/diputados_lxvi_bn/384_29_villatoro_osorio_jorge_luis.png,
178,Winkler Trujillo Cindy,CINDY WINKLER TRUJILLO,Morelos,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Morelos,3,G-211,PVEM,cindy.winkler@diputados.gob.mx,Luisa Fernanda Arcaraz Alarcón,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=178,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/475_foto_chica.jpg,,static/img/diputados_lxvi_raw/385_178_winkler_trujillo_cindy.png,static/img/diputados_lxvi_bn/385_178_winkler_trujillo_cindy.png,
32,Aguilar Gil Lilia,LILIA AGUILAR GIL,Chihuahua,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Chihuahua,3,D-116,PT,lilia.aguilar@diputados.gob.mx,Jessica Irene Ríos Ortega,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=32,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/153_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/386_32_aguilar_gil_lilia.png,static/img/diputados_lxvi_bn/386_32_aguilar_gil_lilia.png,
269,Aguilar López José Alejandro,JOSÉ ALEJANDRO AGUILAR LÓPEZ,Tlaxcala,Dtto. 1,Mayoria Relativa,Mayoría Relativa,Tlaxcala,1,F-202,PT,jalejandro.aguilar@diputados.gob.mx,Luis Alan Báez Medrano,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=269,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/121_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/387_269_aguilar_lopez_jose_alejandro.png,static/img/diputados_lxvi_bn/387_269_aguilar_lopez_jose_alejandro.png,
24,Albores Gleason Roberto Armando,ROBERTO ARMANDO ALBORES GLEASON,Chiapas,Dtto. 8,Mayoria Relativa,Mayoría Relativa,Chiapas,8,E-151,PT,roberto.albores@diputados.gob.mx,--- --- ---,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=24,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/133_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/388_24_albores_gleason_roberto_armando.png,static/img/diputados_lxvi_bn/388_24_albores_gleason_roberto_armando.png,
250,Barreras Samaniego Diana Karina,DIANA KARINA BARRERAS SAMANIEGO,Sonora,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Sonora,3,B-048,PT,diana.barreras@diputados.gob.mx,Rebeca Valenzuela Alvarez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=250,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/118_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/389_250_barreras_samaniego_diana_karina.png,static/img/diputados_lxvi_bn/389_250_barreras_samaniego_diana_karina.png,
40,Benavides Castañeda José Alberto,JOSÉ ALBERTO BENAVIDES CASTAÑEDA,Ciudad de México,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Ciudad de México,2,D-118,PT,jose.benavides@diputados.gob.mx,Óscar Erik Moore López,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=40,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/164_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/390_40_benavides_castaneda_jose_alberto.png,static/img/diputados_lxvi_bn/390_40_benavides_castaneda_jose_alberto.png,
167,Bernal Martínez Mary Carmen,MARY CARMEN BERNAL MARTÍNEZ,Michoacán,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Michoacán,3,A-024,PT,mary.bernal@diputados.gob.mx,Yutzy Daniela Dimas León,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=167,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/097_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/391_167_bernal_martinez_mary_carmen.png,static/img/diputados_lxvi_bn/391_167_bernal_martinez_mary_carmen.png,
127,Castillo Gabino Diana,DIANA CASTILLO GABINO,México,Dtto. 3,Mayoria Relativa,Mayoría Relativa,México,3,G-240,PT,diana.castillo@diputados.gob.mx,Alicia Castro Arévalos,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=127,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/130_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/392_127_castillo_gabino_diana.png,static/img/diputados_lxvi_bn/392_127_castillo_gabino_diana.png,
36,Corral Ordóñez Jesús Roberto,JESÚS ROBERTO CORRAL ORDÓÑEZ,Chihuahua,Dtto. 7,Mayoria Relativa,Mayoría Relativa,Chihuahua,7,B-046,PT,jesus.corral@diputados.gob.mx,Joel Beltrán Campos,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=36,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/123_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/393_36_corral_ordonez_jesus_roberto.png,static/img/diputados_lxvi_bn/393_36_corral_ordonez_jesus_roberto.png,
399,Cruz Jiménez Martha Aracely,MARTHA ARACELY CRUZ JIMÉNEZ,Oaxaca,Circ. 3,Representacion Proporcional,Representación proporcional,,,E-158,PT,martha.cruz@diputados.gob.mx,Elva Guadalupe Vásquez López,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=399,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/366_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/394_399_cruz_jimenez_martha_aracely.png,static/img/diputados_lxvi_bn/394_399_cruz_jimenez_martha_aracely.png,
494,De la Luz Rivas María Isidra,MARÍA ISIDRA DE LA LUZ RIVAS,Ciudad de México,Circ. 5,Representacion Proporcional,Representación proporcional,,,D-117,PT,maria.delaluz@diputados.gob.mx,Gloria Cristina Ruiz Mendoza,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=494,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/372_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/395_494_de_la_luz_rivas_maria_isidra.png,static/img/diputados_lxvi_bn/395_494_de_la_luz_rivas_maria_isidra.png,
300,del Muro García Ana Luisa,ANA LUISA DEL MURO GARCÍA,Zacatecas,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Zacatecas,4,E-155,PT,ana.delmuro@diputados.gob.mx,Cristina Fabela Enríquez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=300,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/187_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/396_300_del_muro_garcia_ana_luisa.png,static/img/diputados_lxvi_bn/396_300_del_muro_garcia_ana_luisa.png,
14,Díaz Luis Armando,LUIS ARMANDO DÍAZ,Baja California Sur,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Baja California Sur,2,A-020,PT,luis.armando@diputados.gob.mx,María Verónica Olvera Guevara,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=14,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/107_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/397_14_diaz_luis_armando.png,static/img/diputados_lxvi_bn/397_14_diaz_luis_armando.png,
332,Durán Alarcón Greycy Marian,GREYCY MARIAN DURÁN ALARCÓN,Chihuahua,Circ. 1,Representacion Proporcional,Representación proporcional,,,B-047,PT,greycy.duran@diputados.gob.mx,Dora Cecilia Espinosa González,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=332,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/255_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/398_332_duran_alarcon_greycy_marian.png,static/img/diputados_lxvi_bn/398_332_duran_alarcon_greycy_marian.png,
267,Elizondo Guerra Olga Juliana,OLGA JULIANA ELIZONDO GUERRA,Tamaulipas,Dtto. 7,Mayoria Relativa,Mayoría Relativa,Tamaulipas,7,E-160,PT,olga.elizondo@diputados.gob.mx,Alicia Isabel Pizaña Navarro,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=267,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/148_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/399_267_elizondo_guerra_olga_juliana.png,static/img/diputados_lxvi_bn/399_267_elizondo_guerra_olga_juliana.png,
414,Espinosa Ramos Francisco Amadeo,FRANCISCO AMADEO ESPINOSA RAMOS,Chiapas,Circ. 3,Representacion Proporcional,Representación proporcional,,,D-113,PT,francisco.espinosa@diputados.gob.mx,Mario Humberto Vázquez López,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=414,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/343_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/400_414_espinosa_ramos_francisco_amadeo.png,static/img/diputados_lxvi_bn/400_414_espinosa_ramos_francisco_amadeo.png,
251,Flores Robles Ramón Angel,RAMÓN ANGEL FLORES ROBLES,Sonora,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Sonora,4,B-049,PT,ramon.flores@diputados.gob.mx,Griselda Ilian López Martínez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=251,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/098_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/401_251_flores_robles_ramon_angel.png,static/img/diputados_lxvi_bn/401_251_flores_robles_ramon_angel.png,
129,Galindo Alarcón Patricia,PATRICIA GALINDO ALARCÓN,México,Dtto. 5,Mayoria Relativa,Mayoría Relativa,México,5,G-239,PT,patricia.galindo@diputados.gob.mx,Ileana del Socorro González Estrada,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=129,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/169_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/402_129_galindo_alarcon_patricia.png,static/img/diputados_lxvi_bn/402_129_galindo_alarcon_patricia.png,
271,Garay Loredo Irma Yordana,IRMA YORDANA GARAY LOREDO,Tlaxcala,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Tlaxcala,3,C-076,PT,irma.garay@diputados.gob.mx,Floria María Hernández Hernández,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=271,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/134_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/403_271_garay_loredo_irma_yordana.png,static/img/diputados_lxvi_bn/403_271_garay_loredo_irma_yordana.png,
200,García García Margarita,MARGARITA GARCÍA GARCÍA,Oaxaca,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Oaxaca,3,A-023,PT,margarita.garcia@diputados.gob.mx,María Filiberta Bazán Velasco,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=200,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/168_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/404_200_garcia_garcia_margarita.png,static/img/diputados_lxvi_bn/404_200_garcia_garcia_margarita.png,
243,García Hernández Jesús Fernando,JESÚS FERNANDO GARCÍA HERNÁNDEZ,Sinaloa,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Sinaloa,3,F-200,PT,jesus.garcia@diputados.gob.mx,Cuauhtémoc Romo Gálvez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=243,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/104_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/405_243_garcia_hernandez_jesus_fernando.png,static/img/diputados_lxvi_bn/405_243_garcia_hernandez_jesus_fernando.png,
197,Gloria López José,JOSÉ GLORIA LÓPEZ,Nuevo León,Dtto. 14,Mayoria Relativa,Mayoría Relativa,Nuevo León,14,F-201,PT,jose.gloria@diputados.gob.mx,Elva Lely Rodríguez Garza,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=197,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/115_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/406_197_gloria_lopez_jose.png,static/img/diputados_lxvi_bn/406_197_gloria_lopez_jose.png,
333,Gómez Alarcón Amarante Gonzalo,AMARANTE GONZALO GÓMEZ ALARCÓN,Jalisco,Circ. 1,Representacion Proporcional,Representación proporcional,,,A-021,PT,amarante.gomez@diputados.gob.mx,Leonor del Rosario Vázquez Valeriano,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=333,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/285_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/407_333_gomez_alarcon_amarante_gonzalo.png,static/img/diputados_lxvi_bn/407_333_gomez_alarcon_amarante_gonzalo.png,
280,González Naveda Adrián,ADRIÁN GONZÁLEZ NAVEDA,Veracruz,Dtto. 9,Mayoria Relativa,Mayoría Relativa,Veracruz,9,H-283,PT,adrian.gonzalez@diputados.gob.mx,Guadalupe Zamudio Gayosso,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=280,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/172_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/408_280_gonzalez_naveda_adrian.png,static/img/diputados_lxvi_bn/408_280_gonzalez_naveda_adrian.png,
188,González Soto Santiago,SANTIAGO GONZÁLEZ SOTO,Nuevo León,Dtto. 5,Mayoria Relativa,Mayoría Relativa,Nuevo León,5,E-159,PT,santiago.gonzalez@diputados.gob.mx,José Santos Hernández Ortiz,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=188,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/103_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/409_188_gonzalez_soto_santiago.png,static/img/diputados_lxvi_bn/409_188_gonzalez_soto_santiago.png,
105,Guízar Macías Francisco Javier,FRANCISCO JAVIER GUÍZAR MACÍAS,Jalisco,Dtto. 1,Mayoria Relativa,Mayoría Relativa,Jalisco,1,F-196,PT,francisco.guizar@diputados.gob.mx,Luis Arturo Meza Andalón,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=105,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/099_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/410_105_guizar_macias_francisco_javier.png,static/img/diputados_lxvi_bn/410_105_guizar_macias_francisco_javier.png,
374,Herrera Natividad Olga Lidia,OLGA LIDIA HERRERA NATIVIDAD,Nuevo León,Circ. 2,Representacion Proporcional,Representación proporcional,,,C-082,PT,olga.herrera@diputados.gob.mx,Ma. Guadalupe de la Luz Rodríguez Gutiérrez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=374,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/339_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/411_374_herrera_natividad_olga_lidia.png,static/img/diputados_lxvi_bn/411_374_herrera_natividad_olga_lidia.png,
353,León Rosas Rosalia,ROSALIA LEÓN ROSAS,Aguascalientes,Circ. 2,Representacion Proporcional,Representación proporcional,,,C-081,PT,rosalia.leon@diputados.gob.mx,Claudia Fabiola Gutiérrez García,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=353,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/341_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/412_353_leon_rosas_rosalia.png,static/img/diputados_lxvi_bn/412_353_leon_rosas_rosalia.png,
175,López Carrillo Vanessa,VANESSA LÓPEZ CARRILLO,Michoacán,Dtto. 11,Mayoria Relativa,Mayoría Relativa,Michoacán,11,E-157,PT,vanessa.lopez@diputados.gob.mx,Rosa Icela Amézquita Espinosa,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=175,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/140_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/pt.webp,static/img/diputados_lxvi_raw/413_175_lopez_carrillo_vanessa.png,static/img/diputados_lxvi_bn/413_175_lopez_carrillo_vanessa.png,
