expediente,categoria,numero,fragmento
SUP-REC-764/2024,constancia_mayoria,1,"e mayoría relativa en el 10 distrito electoral federal en el Estado de México . I. ASPECTOS GENERALES (1) El recurrente controvirtió ante la responsable los resultados consignados en las actas de cómputo distrital, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría y validez por nulidad de votación recibida en varias casillas o por nulidad de la elección de diputaciones por el principio de mayoría relativa en el Estado de México . (2) En su momento, la Sala Toluca confirmó el cómputo distrital de la elección de diputados federales por el p"
SUP-REC-764/2024,constancia_mayoria,2,"teria de la impugnación el cómputo distrital de la elección de diputaciones federales por el principio de mayoría relativa realizado por el 10 Consejo Distrital del INE , con cabecera en Ecatepec, Estado de México, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría a la fórmula de candidatos electos. (9) e . Demanda. El ocho de julio , la recurrente presentó una demanda de recurso reconsideración ante esta Sala Superior . I II . TRÁMITE (10) a . Turno. El ocho de julio , se turnó el expediente SUP-RE C - 764 /202 4 , a la ponencia del magi"
SUP-REC-764/2024,constancia_mayoria,3,"te. (23) e.2. Presupuesto. Se cumple el requisito especial, porque se impugna una sentencia de fondo de un juicio de inconformidad [9] , en la cual se confirmaron los resultados consignados en el acta de cómputo distrital, la declaración de validez de la elección, y se otorgó la constancia de mayoría y validez entregada a la fórmula de candidaturas al Congreso de la Unión por el principio de mayoría relativa, postulada por la coalición “Sigamos Haciendo Historia” . (24) Por lo tanto, si en la demanda se aduce un indebido análisis de las causales de nulidad de votación recibi"
SUP-REC-764/2024,nulidad,1,"S GENERALES (1) El recurrente controvirtió ante la responsable los resultados consignados en las actas de cómputo distrital, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría y validez por nulidad de votación recibida en varias casillas o por nulidad de la elección de diputaciones por el principio de mayoría relativa en el Estado de México . (2) En su momento, la Sala Toluca confirmó el cómputo distrital de la elección de diputados federales por el principio de mayoría relativa realizado por el 10 Consejo Distrital del INE [2] , con cabece"
SUP-REC-764/2024,nulidad,2,"so electoral llevado a cabo en el distrito electoral federal analizado .  Si bien hubo procedimientos sancionadores en los cuales se determinó la existencia de la infracción, y cuya actuar fue confirmado por la Sala Superior, ello tampoco es suficiente para tener por colmada la nulidad de la elección del distrito, porque tales procedimientos sancionadores en los que se acreditaron irregularidades administrativas son insuficientes por sí mismas, para cuestionar la presunción de validez que tienen las elecciones .  Máxime que, e n el caso, las infracciones desplegadas en el d"
SUP-REC-764/2024,nulidad,3,"omovente no había señalado las casillas cuya nulidad se pretendía.  Por lo tanto, al haberse incumplido la carga del promovente de señalar en qué casillas ocurrió tal cuestión, la responsable se encontraba impedida para analizar sus particularidades.  Por último, respecto a la nulidad de la elección por presunta intervención del Gobierno federal y violación de principios constitucionales , la responsable desestimó sus planteamientos esencialmente bajo dos premisas . o Primero , la Sala Toluca consideró que el partido omitió precisar de manera objetiva en qué modo la conduct"
SUP-REC-764/2024,nulidad,4,"idas cautelares emitidas por la Comisión de Quejas y Denuncias del INE , así como sentencias de la Sala Superior, las mismas no exponen por sí mismas, ni indican de qué forma fueron determinantes para el resultado de la votación por lo que resultan insuficientes para declarar la nulidad de la elección . o Segundo, no se encontraba demostrado que la intervención aludida tuvo un impacto en los votantes en el distrito de la elección que se cuestiona, y que fue de tal magnitud que trascendió al resultado de la elección , toda vez que no se particulariza ron conductas relacionadas"
SUP-REC-764/2024,nulidad,5,"les de nulidad en los términos que hizo valer el ahora recurrente , d e ahí lo infundado del agravio. (50) Por otra parte, es infundado el disenso sobre que no se analizaron las pruebas obtenidas en el SIJE , las cuales en su concepto constituían pruebas plenas para acreditar la nulidad de la elección . (51) Ello, pues el SIJE no es suficiente para el estudio de las causales de nulidad invocadas , ya que éste no tiene la finalidad de preconstituir pruebas para demostrar dichas causales, y por tanto no exime al recurrente de aportar elementos argumentativos y probatorios de ca"
SUP-REC-1142/2024,constancia_mayoria,1,"ras Candidaturas no registradas Votos Nulos 115,854 114,373 23,108 494 5,920 Ciento quince mil ochocientos cincuenta y cuatro Ciento catorce mil trescientos setenta y tres Veintitrés mil ciento ocho Cuatrocientos noventa y cuatro Cinco mil novecientos veinte (6) 2. Entrega de la constancia de mayoría y declaración de la validez de la elección. El 7 de junio, el Consejo Distrital entr egó la constancia de mayoría relativa a las candidaturas con mayores resultados en el cómputo distr ital y se declaró la validez de la elección. (7) 3. Juicios de Inconformidad. La Sala Responsa"
SUP-REC-4505/2024,rp,1,"ción que confirma, en lo que fue materia de impugnación , el acuerdo INE/CG 2129 /2024 emitido por el Consejo General del INE , porque , contrario a lo que afirma la recurrente, la responsable aplicó correctamente la fórmula para la asignación de diputaciones por el principio de representación proporcional y observ ó las reglas en materia de acciones afirmativas conforme a las bases establecidas . I. ASPECTOS GENERALES (1) El asunto tiene su origen en el acuerdo INE/CG 2129 /2024 mediante el cual, el Consejo General del INE efectuó el cómputo total, declaró la validez de la elecci"
SUP-REC-4505/2024,rp,2,"es afirmativas conforme a las bases establecidas . I. ASPECTOS GENERALES (1) El asunto tiene su origen en el acuerdo INE/CG 2129 /2024 mediante el cual, el Consejo General del INE efectuó el cómputo total, declaró la validez de la elección de las diputaciones por el principio de representación proporcional y realizó las diversas asignaciones que corresponden para el periodo 2024-2027 a la Cámara de Diputados y Diputadas . (2) En contra de ese acuerdo, la recurrente plantea que el Consejo General del INE incurrió, por un lado , en errores aritméticos al aplicar la fórmula prevista"
SUP-REC-4505/2024,rp,3,"e otros, el Congreso de la Unión. (5) Acuerdo de asignación INE/CG 2129 /2024 (acto impugnado). El veintitrés de agosto, el Consejo General del INE emitió el acuerdo “por el que se efectúa el cómputo total, se declara la validez de la elección de diputaciones por el principio de representación proporcional y se asignan a diversos partidos políticos nacionales Acción Nacional, Revolucionario Institucional, de la Revolución Democrática, del Trabajo, Verde Ecologista de México, Movimiento Ciudadano y Morena, las diputaciones que les corresponden para el periodo 2024-2027”. (6) Recurs"
SUP-REC-4505/2024,rp,4,") Esta Sala Superior es competente para conocer y resolver el presente medio de impugnación porque se trata de un medio de impugnación promovido para controvertir el acuerdo del Consejo General del INE, mediante el cual se hizo la asignación de diputa cione s por el principio de representación proporcional para el periodo 2024-2027 . [6] V. REQUISITOS DE PROCEDENCIA I. Requisitos generales (10) 1. Forma. La demanda se presentó por escrito y, en ella consta: a) el nombre de la recurrente ; b) su firma autógrafa; c) el acto impugnado; d) la autoridad responsable; e) los hechos, y f)"
SUP-REC-4505/2024,rp,5,"entes antes de acudir a esta instancia, con lo cual se debe tener por satisfecho el requisito. II. Requisitos especiales (15) 1. Presupuesto de impugnación. Se tiene por cumplido, porque la recurrente señala que el Consejo General del INE asignó indebidamente las diputaciones de representación proporcional , en específico, por contravenir las reglas y fórmulas establecidas en la CPEUM y en la ley ; así como, por incumplir la finalidad de las acciones afirmativas en materia indígena . [10] (16) 2. Expresión de planteamientos para modificar la asignación. A su vez, la recurrente exp"
SUP-REC-6450/2024,rp,1,"manera extemporánea . I. ASPECTOS GENERALES (1) El asunto tiene su origen en el acuerdo dictado por el Consejo General del I nstituto N acional E lectoral [3] por el cual se efectuó el cómputo total, la declaración de la validez de la elección de diputaciones por el principio de representación proporcional y la asignación a los partidos políticos nacionales PAN, PRI, PT, PVEM, MC y Morena de las diputaciones que les correspondían para el periodo 2024-2027. (2) Específicamente, por el otorgamiento de la constancia como Diputada Federal Electa por el principio de representación prop"
SUP-REC-6450/2024,rp,2,"tación proporcional y la asignación a los partidos políticos nacionales PAN, PRI, PT, PVEM, MC y Morena de las diputaciones que les correspondían para el periodo 2024-2027. (2) Específicamente, por el otorgamiento de la constancia como Diputada Federal Electa por el principio de representación proporcional a Nadia Yadira Sepúlveda García , en el número 9 de la lista de la 1 a circunscripción presentada por MORENA . II. ANTECEDENTES (3) De l o narrado por la parte recurrente y de las constancias que obran en el expediente se advierten los siguientes hechos: (4) Emisión de Convocato"
SUP-REC-6450/2024,rp,3,"nal dictó sentencia en el sentido de confirmar la resolución de la CNHJ de Morena. (10) Acuerdo impugnado ( INE/CG2129/2024 ) . El 23 de agosto , el Consejo General del INE e fectuó el cómputo total, la declaración de la validez de la elección de diputaciones por el principio de representación proporcional y la asignación a los partidos políticos nacionales PAN, PRI, PT, PVEM , MC y Morena de las diputaciones que les correspondían para el periodo 2024 - 2027. (11) Demanda. El 27 de agosto , la accionante presentó juicio de la ciudadanía directamente en la oficialía de partes de es"
SUP-REC-6450/2024,rp,4,"horas. Marco de referencia (16) Conforme con lo dispuesto en el artículo 66.1, inciso b) de la Ley de Medios, el recurso de reconsideración que se interponga contra el acuerdo del Consejo General del INE en el que haya realizado la asignación de diputaciones por el principio de representación proporcional, deberá presentarse dentro de las cuarenta y ocho horas siguientes, contadas a partir de la conclusión de la sesión respectiva. (17) Sin perjuicio de lo anterior, esta Sala Superior ha interpretado que en el caso de ciudadanas y ciudadanos que acuden por propio derecho y en su c"
